id,fecha,franja_hora,gravedad,sexo,edad,vehiculo_1,vehiculo_2,direccion_normalizada,tipo_calle,comuna,latitud,longitud
LC-2019-0552391,2019-09-03,16,LEVE - SIN LESIONES,M,39,MOTO,TRANSPORTE PUBLICO,SD,SD,11,-34.593863,-58.505120
LC-2019-0552533,2019-09-03,18,LEVE - SIN LESIONES,F,34,MOTO,TRANSPORTE PUBLICO,SD,SD,1,-34.627358,-58.380928
LC-2019-0552544,2019-09-03,17,LEVE - SIN LESIONES,M,27,MOTO,SD,SD,SD,10,-34.636131,-58.496736
LC-2019-0552611,2019-09-03,21,LEVE - SIN LESIONES,F,35,BICICLETA,SD,SD,SD,6,-34.627672,-58.431952
LC-2019-0552626,2019-09-03,14,LEVE - SIN LESIONES,M,28,MOTO,SD,SD,SD,SD,SD,SD
LC-2019-0552654,2019-09-03,21,LEVE - SIN LESIONES,M,23,MOTO,SD,SD,SD,15,-34.581188,-58.449194
LC-2019-0552654,2019-09-03,21,LEVE - SIN LESIONES,M,36,MOTO,SD,SD,SD,15,-34.581188,-58.449194
LC-2019-0552670,2019-09-03,22,LEVE - SIN LESIONES,M,24,MOTO,SD,SD,SD,6,-34.609962,-58.450956
LC-2019-0552776,2019-09-03,23,LEVE - SIN LESIONES,M,23,MOTO,SD,SD,SD,13,-34.551464,-58.472704
LC-2019-0552776,2019-09-03,23,LEVE - SIN LESIONES,F,31,MOTO,SD,SD,SD,13,-34.551464,-58.472704
LC-2019-0553457,2019-09-03,0,LEVE - SIN LESIONES,M,35,MOTO,TRANSPORTE PUBLICO,SD,SD,8,-34.6744,-58.49141
LC-2019-0553953,2019-09-03,19,LEVE - SIN LESIONES,M,45,MOTO,SD,SD,SD,12,-34.576477,-58.494436
LC-2019-0552792,2019-09-04,2,LEVE - SIN LESIONES,M,28,MOTO,SD,SD,SD,14,-34.597762,-58.420167
LC-2019-0552839,2019-09-04,2,LEVE - SIN LESIONES,M,35,MOTO,TRANSPORTE PUBLICO,SD,SD,15,-34.603767,-58.457424
LC-2019-0553113,2019-09-04,8,LEVE - SIN LESIONES,F,54,SD,SD,SD,SD,12,-34.577172,-58.489134
LC-2019-0553114,2019-09-04,7,LEVE - SIN LESIONES,M,33,MOTO,SD,SD,SD,15,-34.575126,-58.467408
LC-2019-0553146,2019-09-04,8,LEVE - SIN LESIONES,M,39,MOTO,SD,SD,SD,15,-34.584058,-58.478002
LC-2019-0553674,2019-09-04,8,LEVE - SIN LESIONES,M,18,BICICLETA,SD,SD,SD,6,-34.624457,-58.434484
LC-2019-0553674,2019-09-04,8,LEVE - SIN LESIONES,F,30,BICICLETA,SD,SD,SD,6,-34.624457,-58.434484
LC-2019-0553690,2019-09-04,7,LEVE - SIN LESIONES,M,43,MOTO,BICICLETA,SD,SD,15,-34.586123,-58.453112
LC-2019-0554011,2019-09-04,12,LEVE - SIN LESIONES,M,26,MOTO,SD,SD,SD,15,-34.603072,-58.463614
LC-2019-0554016,2019-09-04,12,LEVE - SIN LESIONES,F,38,TRANSPORTE PUBLICO,BICICLETA,SD,SD,13,-34.555383,-58.459462
LC-2019-0554076,2019-09-04,13,LEVE - SIN LESIONES,M,44,MOTO,SD,SD,SD,9,-34.643516,-58.486296
LC-2019-0554101,2019-09-04,12,LEVE - SIN LESIONES,M,23,MOTO,BICICLETA,SD,SD,15,-34.58948,-58.449812
LC-2019-0554152,2019-09-04,12,LEVE - SIN LESIONES,M,46,MOTO,SD,SD,SD,6,-34.617553,-58.446593
LC-2019-0554325,2019-09-04,13,LEVE - SIN LESIONES,M,47,MOTO,SD,SD,SD,13,-34.564198,-58.460348
LC-2019-0554398,2019-09-04,14,LEVE - SIN LESIONES,M,50,MOTO,BICICLETA,SD,SD,15,-34.579125,-58.478988
LC-2019-0554448,2019-09-04,13,LEVE - SIN LESIONES,M,36,MOTO,SD,SD,SD,1,-34.603738,-58.382213
LC-2019-0554485,2019-09-04,15,LEVE - SIN LESIONES,M,26,MOTO,SD,SD,SD,11,-34.615727,-58.464374
LC-2019-0554639,2019-09-04,16,LEVE - SIN LESIONES,M,56,MOTO,SD,SD,SD,9,-34.67398,-58.501639
LC-2019-0554851,2019-09-04,0,LEVE - SIN LESIONES,M,32,MOTO,SD,SD,SD,10,-34.618909,-58.501297
LC-2019-0554889,2019-09-04,16,LEVE - SIN LESIONES,M,37,MOTO,SD,SD,SD,1,-34.595591,-58.384307
LC-2019-0554962,2019-09-04,18,LEVE - SIN LESIONES,M,43,MOTO,BICICLETA,SD,SD,8,-34.672399,-58.472258
LC-2019-0554962,2019-09-04,18,LEVE - SIN LESIONES,F,16,MOTO,BICICLETA,SD,SD,8,-34.672399,-58.472258
LC-2019-0554962,2019-09-04,18,LEVE - SIN LESIONES,M,17,MOTO,BICICLETA,SD,SD,8,-34.672399,-58.472258
LC-2019-0554970,2019-09-04,17,LEVE - SIN LESIONES,F,58,MOTO,SD,SD,SD,3,-34.607985,-58.39204
LC-2019-0554978,2019-09-04,15,LEVE - SIN LESIONES,M,32,SD,SD,SD,SD,3,-34.629182,-58.405459
LC-2019-0555030,2019-09-04,18,LEVE - SIN LESIONES,F,20,SD,SD,SD,SD,4,-34.650126,-58.405448
LC-2019-0555030,2019-09-04,18,LEVE - SIN LESIONES,M,29,SD,SD,SD,SD,4,-34.650126,-58.405448
LC-2019-0555038,2019-09-04,17,LEVE - SIN LESIONES,F,31,BICICLETA,SD,SD,SD,6,-34.622898,-58.440848
LC-2019-0555150,2019-09-04,18,LEVE - SIN LESIONES,M,23,AUTOMOVIL,MOTO,SD,SD,5,-34.606962,-58.416292
LC-2019-0555305,2019-09-04,21,LEVE - SIN LESIONES,F,30,PEATON,SD,SD,SD,14,-34.581574,-58.416956
LC-2019-0555326,2019-09-04,19,LEVE - SIN LESIONES,F,59,MOTO,TRANSPORTE PUBLICO,SD,SD,3,-34.622405,-58.40911
LC-2019-0555398,2019-09-04,22,LEVE - SIN LESIONES,F,26,MOTO,SD,SD,SD,2,-34.585512,-58.4059
LC-2019-0555398,2019-09-04,22,LEVE - SIN LESIONES,M,19,MOTO,SD,SD,SD,2,-34.585512,-58.4059
LC-2019-0557825,2019-09-04,22,LEVE - SIN LESIONES,M,24,MOTO,SD,SD,SD,5,-34.61102,-58.418477
LC-2019-0570599,2019-09-04,22,LEVE - SIN LESIONES,M,35,MOTO,SD,SD,SD,1,-34.616611,-58.383587
LC-2019-0573464,2019-09-04,17,LEVE - SIN LESIONES,M,45,PEATON,SD,SD,SD,3,-34.60458,-58.40548
LC-2019-0646220,2019-09-04,9,LEVE - SIN LESIONES,F,61,SD,SD,SD,SD,2,-34.59257,-58.406087
LC-2019-0222144,2019-09-04,17,LEVE - SIN LESIONES,M,67,SD,SD,REPUBLICA BOLIVARIANA DE VENEZUELA y 9 DE JULIO AV.,SD,SD,SD,SD
LC-2019-0555144,2019-09-05,6,LEVE - SIN LESIONES,M,37,AUTOMOVIL,SD,SD,SD,3,-34.612661,-58.391763
LC-2019-0555531,2019-09-05,3,LEVE - SIN LESIONES,M,24,MOTO,BICICLETA,SD,SD,6,-34.622698,-58.434645
LC-2019-0555715,2019-09-05,5,LEVE - SIN LESIONES,M,27,MOTO,SD,SD,SD,6,-34.619362,-58.435917
LC-2019-0555761,2019-09-05,8,LEVE - SIN LESIONES,M,41,BICICLETA,SD,SD,SD,8,-34.660416,-58.441713
LC-2019-0555944,2019-09-05,8,LEVE - SIN LESIONES,M,58,MOTO,SD,SD,SD,1,-34.622558,-58.388658
LC-2019-0555981,2019-09-05,8,LEVE - SIN LESIONES,M,26,MOTO,SD,SD,SD,14,-34.588152,-58.414547
LC-2019-0555983,2019-09-05,8,LEVE - SIN LESIONES,M,27,MOTO,SD,SD,SD,10,-34.620484,-58.524866
LC-2019-0556147,2019-09-05,7,LEVE - SIN LESIONES,M,44,AUTOMOVIL,SD,SD,SD,1,-34.581667,-58.373094
LC-2019-0556310,2019-09-05,8,LEVE - SIN LESIONES,M,8,AUTOMOVIL,SD,SD,SD,4,-34.646724,-58.369679
LC-2019-0556405,2019-09-05,10,LEVE - SIN LESIONES,F,30,SD,SD,SD,SD,1,-34.597911,-58.382182
LC-2019-0556409,2019-09-05,11,LEVE - SIN LESIONES,F,55,MOTO,SD,SD,SD,1,-34.595099,-58.378509
LC-2019-0556471,2019-09-05,10,LEVE - SIN LESIONES,M,42,TRANSPORTE PUBLICO,SD,SD,SD,7,-34.625731,-58.454518
LC-2019-0556579,2019-09-05,12,LEVE - SIN LESIONES,F,51,MOTO,SD,SD,SD,10,-34.630187,-58.512084
LC-2019-0556579,2019-09-05,12,LEVE - SIN LESIONES,F,33,MOTO,SD,SD,SD,10,-34.630187,-58.512084
LC-2019-0556605,2019-09-05,12,LEVE - SIN LESIONES,M,24,MOTO,SD,SD,SD,15,-34.585201,-58.46047
LC-2019-0556632,2019-09-05,11,LEVE - SIN LESIONES,M,43,MOTO,SD,SD,SD,1,-34.606523,-58.369241
LC-2019-0556739,2019-09-05,11,LEVE - SIN LESIONES,M,57,AUTOMOVIL,SD,SD,SD,1,-34.603668,-58.380983
LC-2019-0556831,2019-09-05,13,LEVE - SIN LESIONES,F,58,SD,SD,SD,SD,1,-34.626957,-58.382848
LC-2019-0556976,2019-09-05,14,LEVE - SIN LESIONES,M,43,MOTO,BICICLETA,SD,SD,7,-34.640459,-58.431395
LC-2019-0557041,2019-09-05,12,LEVE - SIN LESIONES,F,53,SD,SD,SD,SD,14,-34.56693,-58.408944
LC-2019-0557099,2019-09-05,15,LEVE - SIN LESIONES,M,35,SD,SD,SD,SD,10,SD,SD
LC-2019-0557110,2019-09-05,14,LEVE - SIN LESIONES,F,24,BICICLETA,SD,SD,SD,12,-34.551709,-58.488462
LC-2019-0557329,2019-09-05,15,LEVE - SIN LESIONES,F,46,TRANSPORTE PUBLICO,BICICLETA,SD,SD,14,-34.586071,-58.435705
LC-2019-0557329,2019-09-05,15,LEVE - SIN LESIONES,F,45,TRANSPORTE PUBLICO,BICICLETA,SD,SD,14,-34.586071,-58.435705
LC-2019-0557539,2019-09-05,14,LEVE - SIN LESIONES,M,36,MOTO,SD,SD,SD,11,-34.602501,-58.506254
LC-2019-0557549,2019-09-05,16,LEVE - SIN LESIONES,M,38,TRANSPORTE PUBLICO,SD,SD,SD,15,-34.602842,-58.464946
LC-2019-0557549,2019-09-05,16,LEVE - SIN LESIONES,F,59,TRANSPORTE PUBLICO,SD,SD,SD,15,-34.602842,-58.464946
LC-2019-0557549,2019-09-05,16,LEVE - SIN LESIONES,F,32,TRANSPORTE PUBLICO,SD,SD,SD,15,-34.602842,-58.464946
LC-2019-0557571,2019-09-05,17,LEVE - SIN LESIONES,F,53,SD,SD,SD,SD,14,-34.59175,-58.412396
LC-2019-0557653,2019-09-05,16,LEVE - SIN LESIONES,M,46,MOTO,SD,SD,SD,7,-34.649918,-58.464518
LC-2019-0557746,2019-09-05,18,LEVE - SIN LESIONES,M,30,MOTO,SD,SD,SD,14,-34.577359,-58.422593
LC-2019-0557803,2019-09-05,18,LEVE - SIN LESIONES,M,36,MOTO,BICICLETA,SD,SD,3,-34.603154,-58.392394
LC-2019-0557834,2019-09-05,17,LEVE - SIN LESIONES,F,44,TRANSPORTE PUBLICO,SD,SD,SD,7,-34.629666,-58.470217
LC-2019-0557887,2019-09-05,19,LEVE - SIN LESIONES,M,39,MOTO,SD,SD,SD,10,-34.633027,-58.529886
LC-2019-0557887,2019-09-05,19,LEVE - SIN LESIONES,M,38,MOTO,SD,SD,SD,10,-34.633027,-58.529886
LC-2019-0557892,2019-09-05,20,LEVE - SIN LESIONES,F,61,SD,SD,SD,SD,10,-34.632853,-58.483525
LC-2019-0558047,2019-09-05,22,LEVE - SIN LESIONES,M,19,MOTO,SD,SD,SD,1,-34.621685,-58.36832
LC-2019-0558059,2019-09-05,22,LEVE - SIN LESIONES,M,19,MOTO,SD,SD,SD,5,-34.61562,-58.415783
LC-2019-0558102,2019-09-05,21,LEVE - SIN LESIONES,F,33,BICICLETA,SD,SD,SD,11,-34.608074,-58.504471
LC-2019-0558115,2019-09-05,22,LEVE - SIN LESIONES,M,30,MOTO,SD,SD,SD,3,-34.620021,-58.409257
LC-2019-0558834,2019-09-05,2,LEVE - SIN LESIONES,M,26,MOTO,SD,SD,SD,8,-34.672256,-58.469941
LC-2019-0559767,2019-09-05,13,LEVE - SIN LESIONES,M,19,MOTO,SD,SD,SD,13,-34.547529,-58.467688
LC-2019-0288435,2019-09-05,1,GRAVE,M,34,SD,SD,"PAZ, GRAL. AV. y ALBARELLOS AV.",SD,SD,SD,SD
LC-2019-0289379,2019-09-05,12,LEVE - SIN LESIONES,M,51,SD,SD,DIRECTORIO AV. 1131,SD,SD,SD,SD
LC-2019-0693945,2019-09-06,12,LEVE - SIN LESIONES,F,57,TRANSPORTE PUBLICO,SD,SD,SD,11,-34.608097,-58.52696
LC-2019-0558432,2019-09-06,8,LEVE - SIN LESIONES,F,62,TRANSPORTE PUBLICO,SD,SD,SD,11,-34.605194,-58.495666
LC-2019-0558510,2019-09-06,7,LEVE - SIN LESIONES,M,26,TRANSPORTE PUBLICO,SD,SD,SD,12,-34.539371,-58.475488
LC-2019-0558525,2019-09-06,9,LEVE - SIN LESIONES,F,18,SD,SD,SD,SD,7,-34.626665,-58.456711
LC-2019-0558603,2019-09-06,8,LEVE - SIN LESIONES,M,41,SD,SD,SD,SD,1,-34.612589,-58.358686
LC-2019-0558863,2019-09-06,9,LEVE - SIN LESIONES,F,34,SD,SD,SD,SD,2,-34.593083,-58.408379
LC-2019-0559347,2019-09-06,12,LEVE - SIN LESIONES,M,32,BICICLETA,SD,SD,SD,14,-34.560638,-58.425522
LC-2019-0559431,2019-09-06,10,LEVE - SIN LESIONES,M,57,MOTO,SD,SD,SD,2,-34.592573,-58.390862
LC-2019-0559437,2019-09-06,7,LEVE - SIN LESIONES,M,29,MOTO,SD,SD,SD,8,-34.666237,-58.485236
LC-2019-0559561,2019-09-06,13,LEVE - SIN LESIONES,M,38,SD,SD,SD,SD,14,-34.585789,-58.414994
LC-2019-0559585,2019-09-06,15,LEVE - SIN LESIONES,F,45,SD,SD,SD,SD,10,-34.615277,-58.496444
LC-2019-0559585,2019-09-06,15,LEVE - SIN LESIONES,M,20,SD,SD,SD,SD,10,-34.615277,-58.496444
LC-2019-0559727,2019-09-06,14,LEVE - SIN LESIONES,M,30,MOTO,SD,SD,SD,14,-34.591622,-58.417944
LC-2019-0559737,2019-09-06,14,LEVE - SIN LESIONES,M,34,MOTO,SD,SD,SD,5,-34.597829,-58.421286
LC-2019-0559815,2019-09-06,0,LEVE - SIN LESIONES,M,40,TRANSPORTE PUBLICO,BICICLETA,SD,SD,7,SD,SD
LC-2019-0559816,2019-09-06,14,LEVE - SIN LESIONES,M,30,BICICLETA,SD,SD,SD,11,-34.590359,-58.515369
LC-2019-0559820,2019-09-06,15,LEVE - SIN LESIONES,F,39,SD,SD,SD,SD,15,-34.589029,-58.442277
LC-2019-0559820,2019-09-06,15,LEVE - SIN LESIONES,M,29,SD,SD,SD,SD,15,-34.589029,-58.442277
LC-2019-0559928,2019-09-06,14,LEVE - SIN LESIONES,F,23,MOTO,SD,SD,SD,9,-34.655791,-58.484684
LC-2019-0559964,2019-09-06,15,LEVE - SIN LESIONES,M,37,MOTO,SD,SD,SD,5,-34.605239,-58.429042
LC-2019-0559974,2019-09-06,15,LEVE - SIN LESIONES,M,28,MOTO,SD,SD,SD,2,-34.598092,-58.410299
LC-2019-0560007,2019-09-06,17,LEVE - SIN LESIONES,M,27,MOTO,SD,SD,SD,5,-34.638598,-58.417778
LC-2019-0560014,2019-09-06,17,LEVE - SIN LESIONES,M,21,MOTO,SD,SD,SD,12,-34.573621,-58.487238
LC-2019-0560044,2019-09-06,17,LEVE - SIN LESIONES,M,46,SD,SD,SD,SD,12,-34.559725,-58.468466
LC-2019-0560085,2019-09-06,16,LEVE - SIN LESIONES,M,24,MOTO,SD,SD,SD,1,-34.626368,-58.380189
LC-2019-0560103,2019-09-06,17,LEVE - SIN LESIONES,M,19,AUTOMOVIL,SD,SD,SD,4,-34.630241,-58.403394
LC-2019-0560125,2019-09-06,16,LEVE - SIN LESIONES,M,45,SD,SD,SD,SD,2,-34.595736,-58.390939
LC-2019-0560267,2019-09-06,15,LEVE - SIN LESIONES,M,58,MOTO,SD,SD,SD,1,-34.603712,-58.383174
LC-2019-0560272,2019-09-06,9,LEVE - SIN LESIONES,M,25,MOTO,SD,SD,SD,14,-34.582405,-58.432561
LC-2019-0560287,2019-09-06,16,LEVE - SIN LESIONES,M,33,MOTO,SD,SD,SD,15,-34.591088,-58.466048
LC-2019-0560331,2019-09-06,17,LEVE - SIN LESIONES,M,29,MOTO,SD,SD,SD,2,-34.59257,-58.406087
LC-2019-0560479,2019-09-06,18,LEVE - SIN LESIONES,F,31,BICICLETA,SD,SD,SD,10,-34.622427,-58.500267
LC-2019-0560528,2019-09-06,19,LEVE - SIN LESIONES,M,59,TRANSPORTE PUBLICO,SD,SD,SD,15,-34.602249,-58.467334
LC-2019-0560595,2019-09-06,21,LEVE - SIN LESIONES,M,32,MOTO,SD,SD,SD,14,-34.582346,-58.420057
LC-2019-0560615,2019-09-06,23,LEVE - SIN LESIONES,M,37,MOTO,SD,SD,SD,14,-34.592743,-58.416105
LC-2019-0560632,2019-09-06,21,LEVE - SIN LESIONES,M,46,SD,SD,SD,SD,7,-34.625871,-58.457148
LC-2019-0560965,2019-09-06,18,LEVE - SIN LESIONES,M,28,MOTO,SD,SD,SD,1,-34.612111,-58.366299
LC-2019-0562064,2019-09-06,10,LEVE - SIN LESIONES,M,43,MOTO,TRANSPORTE PUBLICO,SD,SD,1,-34.612649,-58.374722
LC-2019-0565386,2019-09-06,16,LEVE - SIN LESIONES,M,20,SD,SD,SD,SD,2,-34.591742,-58.403306
LC-2019-0567347,2019-09-06,23,LEVE - SIN LESIONES,M,37,SD,SD,SD,SD,8,-34.665095,-58.441338
LC-2019-0561015,2019-09-07,5,LEVE - SIN LESIONES,M,32,SD,SD,SD,SD,1,-34.617995,-58.388971
LC-2019-0561209,2019-09-07,10,LEVE - SIN LESIONES,M,40,MOTO,SD,SD,SD,7,-34.626075,-58.457007
LC-2019-0561458,2019-09-07,13,LEVE - SIN LESIONES,F,80,TRANSPORTE PUBLICO,SD,SD,SD,7,-34.636893,-58.45044
LC-2019-0561474,2019-09-07,12,LEVE - SIN LESIONES,M,78,SD,SD,SD,SD,2,-34.595703,-58.395358
LC-2019-0561606,2019-09-07,14,LEVE - SIN LESIONES,M,43,BICICLETA,SD,SD,SD,1,-34.595465,-58.382725
LC-2019-0561635,2019-09-07,15,LEVE - SIN LESIONES,M,23,MOTO,SD,SD,SD,9,-34.671536,-58.50047
LC-2019-0561898,2019-09-07,18,LEVE - SIN LESIONES,F,33,SD,SD,SD,SD,15,-34.584058,-58.478002
LC-2019-0561919,2019-09-07,18,LEVE - SIN LESIONES,F,37,SD,SD,SD,SD,1,-34.612159,-58.367136
LC-2019-0562048,2019-09-07,20,LEVE - SIN LESIONES,M,18,SD,SD,SD,SD,4,-34.635047,-58.355619
LC-2019-0562074,2019-09-07,20,LEVE - SIN LESIONES,M,36,MOTO,SD,SD,SD,1,-34.618682,-58.385871
LC-2019-0562150,2019-09-07,21,LEVE - SIN LESIONES,F,23,MOTO,SD,SD,SD,8,-34.6746,-58.457107
LC-2019-0599617,2019-09-07,19,LEVE - SIN LESIONES,F,48,MOTO,BICICLETA,SD,SD,4,-34.649678,-58.389133
LC-2019-0562315,2019-09-08,23,LEVE - SIN LESIONES,M,40,SD,SD,SD,SD,2,-34.591673,-58.407142
LC-2019-0562321,2019-09-08,1,LEVE - SIN LESIONES,M,31,BICICLETA,SD,SD,SD,3,-34.600526,-58.410868
LC-2019-0562402,2019-09-08,3,LEVE - SIN LESIONES,F,14,SD,SD,SD,SD,14,-34.591493,-58.42416
LC-2019-0562484,2019-09-08,6,LEVE - SIN LESIONES,M,76,SD,SD,SD,SD,9,-34.654916,-58.525232
LC-2019-0562484,2019-09-08,6,LEVE - SIN LESIONES,M,46,SD,SD,SD,SD,9,-34.654916,-58.525232
LC-2019-0562552,2019-09-08,7,LEVE - SIN LESIONES,F,27,SD,SD,SD,SD,13,-34.536958,-58.470026
LC-2019-0562552,2019-09-08,7,LEVE - SIN LESIONES,F,27,SD,SD,SD,SD,13,-34.536958,-58.470026
LC-2019-0562668,2019-09-08,11,LEVE - SIN LESIONES,F,46,SD,SD,SD,SD,7,-34.636796,-58.442637
LC-2019-0562679,2019-09-08,9,LEVE - SIN LESIONES,M,49,MOTO,BICICLETA,SD,SD,3,-34.620021,-58.409257
LC-2019-0562861,2019-09-08,13,LEVE - SIN LESIONES,F,71,SD,SD,SD,SD,15,-34.579587,-58.463251
LC-2019-0562952,2019-09-08,13,LEVE - SIN LESIONES,M,46,MOTO,BICICLETA,SD,SD,12,-34.552046,-58.500649
LC-2019-0562962,2019-09-08,14,LEVE - SIN LESIONES,F,26,MOTO,SD,SD,SD,15,-34.586123,-58.453112
LC-2019-0562980,2019-09-08,13,LEVE - SIN LESIONES,F,23,MOTO,SD,SD,SD,9,-34.669129,-58.508095
LC-2019-0563026,2019-09-08,15,LEVE - SIN LESIONES,M,29,SD,SD,SD,SD,3,-34.626932,-58.397077
LC-2019-0563026,2019-09-08,15,LEVE - SIN LESIONES,M,30,SD,SD,SD,SD,3,-34.626932,-58.397077
LC-2019-0563239,2019-09-08,17,LEVE - SIN LESIONES,M,7,PEATON,SD,SD,SD,8,-34.668402,-58.482479
LC-2019-0563284,2019-09-08,20,LEVE - SIN LESIONES,M,19,MOTO,SD,SD,SD,9,-34.654491,-58.471183
LC-2019-0563326,2019-09-08,20,LEVE - SIN LESIONES,M,41,AUTOMOVIL,SD,SD,SD,1,-34.624069,-58.368068
LC-2019-0563326,2019-09-08,20,LEVE - SIN LESIONES,M,17,AUTOMOVIL,SD,SD,SD,1,-34.624069,-58.368068
LC-2019-0563340,2019-09-08,20,LEVE - SIN LESIONES,M,30,MOTO,SD,SD,SD,SD,SD,SD
LC-2019-0563413,2019-09-08,20,LEVE - SIN LESIONES,F,22,SD,SD,SD,SD,11,-34.603507,-58.476246
LC-2019-0563471,2019-09-08,23,LEVE - SIN LESIONES,M,24,MOTO,SD,SD,SD,1,-34.603668,-58.380983
LC-2019-0563471,2019-09-08,23,LEVE - SIN LESIONES,M,34,MOTO,SD,SD,SD,1,-34.603668,-58.380983
LC-2019-0589625,2019-09-08,21,LEVE - SIN LESIONES,M,46,MOTO,SD,SD,SD,3,-34.603422,-58.402224
LC-2019-0563435,2019-09-09,23,LEVE - SIN LESIONES,M,27,SD,SD,SD,SD,1,-34.603668,-58.380983
LC-2019-0563530,2019-09-09,1,LEVE - SIN LESIONES,M,27,MOTO,BICICLETA,SD,SD,1,-34.608576,-58.383472
LC-2019-0563660,2019-09-09,6,LEVE - SIN LESIONES,F,42,MOTO,SD,SD,SD,13,-34.559539,-58.445237
LC-2019-0563683,2019-09-09,7,LEVE - SIN LESIONES,F,19,SD,SD,SD,SD,2,-34.594442,-58.402354
LC-2019-0563683,2019-09-09,7,LEVE - SIN LESIONES,F,21,SD,SD,SD,SD,2,-34.594442,-58.402354
LC-2019-0563683,2019-09-09,7,LEVE - SIN LESIONES,M,43,SD,SD,SD,SD,2,-34.594442,-58.402354
LC-2019-0563683,2019-09-09,7,LEVE - SIN LESIONES,F,22,SD,SD,SD,SD,2,-34.594442,-58.402354
LC-2019-0563707,2019-09-09,1,LEVE - SIN LESIONES,F,24,SD,SD,SD,SD,14,-34.597762,-58.420167
LC-2019-0564224,2019-09-09,10,LEVE - SIN LESIONES,M,42,MOTO,SD,SD,SD,4,-34.649031,-58.377106
LC-2019-0564257,2019-09-09,9,LEVE - SIN LESIONES,M,25,MOTO,BICICLETA,SD,SD,15,-34.580809,-58.45766
LC-2019-0564307,2019-09-09,10,LEVE - SIN LESIONES,M,32,MOTO,SD,SD,SD,10,-34.625336,-58.507612
LC-2019-0564390,2019-09-09,11,LEVE - SIN LESIONES,M,45,SD,SD,SD,SD,14,-34.567003,-58.43129
LC-2019-0564424,2019-09-09,12,LEVE - SIN LESIONES,F,25,SD,SD,SD,SD,1,-34.610996,-58.367268
LC-2019-0564613,2019-09-09,10,LEVE - SIN LESIONES,M,50,SD,SD,SD,SD,12,-34.543819,-58.472095
LC-2019-0564631,2019-09-09,11,LEVE - SIN LESIONES,M,37,SD,SD,SD,SD,11,-34.620496,-58.474189
LC-2019-0564652,2019-09-09,10,LEVE - SIN LESIONES,M,32,MOTO,SD,SD,SD,SD,SD,SD
LC-2019-0564675,2019-09-09,12,LEVE - SIN LESIONES,F,43,SD,SD,SD,SD,6,-34.626715,-58.443381
LC-2019-0564679,2019-09-09,11,LEVE - SIN LESIONES,M,39,MOTO,SD,SD,SD,3,-34.619785,-58.402149
LC-2019-0564710,2019-09-09,12,LEVE - SIN LESIONES,M,42,TRANSPORTE PUBLICO,SD,SD,SD,8,-34.674014,-58.481204
LC-2019-0564710,2019-09-09,12,LEVE - SIN LESIONES,F,51,TRANSPORTE PUBLICO,SD,SD,SD,8,-34.674014,-58.481204
LC-2019-0564829,2019-09-09,13,LEVE - SIN LESIONES,M,26,AUTOMOVIL,SD,SD,SD,4,-34.658645,-58.421818
LC-2019-0564867,2019-09-09,12,LEVE - SIN LESIONES,M,22,MOTO,SD,SD,SD,1,-34.609603,-58.380659
LC-2019-0565217,2019-09-09,14,LEVE - SIN LESIONES,M,32,MOTO,SD,SD,SD,14,-34.581292,-58.403676
LC-2019-0565450,2019-09-09,16,LEVE - SIN LESIONES,M,29,SD,SD,SD,SD,SD,SD,SD
LC-2019-0565450,2019-09-09,16,LEVE - SIN LESIONES,M,31,SD,SD,SD,SD,SD,SD,SD
LC-2019-0565450,2019-09-09,16,LEVE - SIN LESIONES,M,47,SD,SD,SD,SD,SD,SD,SD
LC-2019-0565476,2019-09-09,16,LEVE - SIN LESIONES,M,54,MOTO,BICICLETA,SD,SD,3,-34.604676,-58.398603
LC-2019-0565512,2019-09-09,17,LEVE - SIN LESIONES,F,36,PEATON,SD,SD,SD,8,-34.678666,-58.473475
LC-2019-0565665,2019-09-09,19,LEVE - SIN LESIONES,F,38,SD,SD,SD,SD,10,-34.633946,-58.485774
LC-2019-0565665,2019-09-09,19,LEVE - SIN LESIONES,M,47,SD,SD,SD,SD,10,-34.633946,-58.485774
LC-2019-0565679,2019-09-09,17,LEVE - SIN LESIONES,M,26,TRANSPORTE PUBLICO,SD,SD,SD,5,-34.61562,-58.415783
LC-2019-0565679,2019-09-09,17,LEVE - SIN LESIONES,M,68,TRANSPORTE PUBLICO,SD,SD,SD,5,-34.61562,-58.415783
LC-2019-0565733,2019-09-09,19,LEVE - SIN LESIONES,M,46,SD,SD,SD,SD,13,-34.551319,-58.452311
LC-2019-0565745,2019-09-09,19,LEVE - SIN LESIONES,F,48,SD,SD,SD,SD,10,-34.627701,-58.49022
LC-2019-0565755,2019-09-09,18,LEVE - SIN LESIONES,M,35,MOTO,SD,SD,SD,15,-34.600491,-58.452388
LC-2019-0565755,2019-09-09,18,LEVE - SIN LESIONES,M,23,MOTO,SD,SD,SD,15,-34.600491,-58.452388
LC-2019-0565798,2019-09-09,19,LEVE - SIN LESIONES,M,32,MOTO,SD,SD,SD,13,-34.542674,-58.436052
LC-2019-0565801,2019-09-09,19,LEVE - SIN LESIONES,M,26,SD,SD,SD,SD,5,-34.598047,-58.412935
LC-2019-0565947,2019-09-09,21,LEVE - SIN LESIONES,M,26,SD,SD,SD,SD,7,-34.647349,-58.437425
LC-2019-0566015,2019-09-09,22,LEVE - SIN LESIONES,M,18,SD,SD,SD,SD,3,-34.614532,-58.403011
